ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0031960,response to corticosteroid,24,-0.531928086,-2.066055556,0.001364153,0.039645694,0.035701317,212,"tags=38%, list=9%, signal=34%",ANXA1/PTGS2/ZFP36/RPL27/ZFP36L2/CYP1B1/ZFP36L1/FOS/FOSB
GO:0043434,response to peptide hormone,74,-0.402866177,-2.066987997,4.95E-05,0.002556454,0.002302111,547,"tags=45%, list=23%, signal=35%",PRKAR1A/PDK4/AGTRAP/NCL/PRKACA/COMT/CTSD/LTA4H/HADHA/TRIM44/NR4A1/AHCYL1/SORL1/CAT/LEPROT/SOCS3/CYBB/FBP1/RHOQ/ZNF106/SRSF6/BLVRB/PTGS2/EREG/GNAI2/CYP1B1/EGR1/GNAS/ZFP36L1/NR4A2/IL1B/BTG2/FOS
GO:0002763,positive regulation of myeloid leukocyte differentiation,14,-0.631142805,-2.076902002,0.00172323,0.047135397,0.042445866,246,"tags=50%, list=10%, signal=45%",HLA-DRB1/TRIB1/CD4/EVI2B/ZFP36L1/ID2/FOS
GO:0051384,response to glucocorticoid,20,-0.563504426,-2.089266075,0.001484466,0.042609683,0.038370418,212,"tags=40%, list=9%, signal=37%",ANXA1/PTGS2/ZFP36/ZFP36L2/CYP1B1/ZFP36L1/FOS/FOSB
GO:2001057,reactive nitrogen species metabolic process,22,-0.557856684,-2.140747116,0.000441624,0.017703035,0.015941749,207,"tags=36%, list=9%, signal=34%",PTGS2/SOD2/TSPO/CYP1B1/RAC1/IL1B/KLF2/KLF4
GO:0006809,nitric oxide biosynthetic process,21,-0.567094128,-2.142198103,0.00091589,0.030861506,0.027791074,207,"tags=38%, list=9%, signal=35%",PTGS2/SOD2/TSPO/CYP1B1/RAC1/IL1B/KLF2/KLF4
GO:0046209,nitric oxide metabolic process,21,-0.567094128,-2.142198103,0.00091589,0.030861506,0.027791074,207,"tags=38%, list=9%, signal=35%",PTGS2/SOD2/TSPO/CYP1B1/RAC1/IL1B/KLF2/KLF4
GO:0071277,cellular response to calcium ion,15,-0.658691088,-2.213753675,0.000248877,0.010917722,0.009831511,121,"tags=33%, list=5%, signal=32%",TUBA1A/JUNB/FOS/JUND/FOSB
GO:0044706,multi-multicellular organism process,23,-0.597143194,-2.302656921,5.24E-05,0.002646709,0.002383386,67,"tags=30%, list=3%, signal=30%",PTGS2/GNAS/RGS2/JUNB/IL1B/FOS/FOSB
GO:0044703,multi-organism reproductive process,22,-0.608012915,-2.333219146,6.09E-05,0.003011473,0.00271186,67,"tags=32%, list=3%, signal=31%",PTGS2/GNAS/RGS2/JUNB/IL1B/FOS/FOSB
GO:0007565,female pregnancy,21,-0.623469769,-2.355157087,8.92E-05,0.004321284,0.003891356,67,"tags=33%, list=3%, signal=33%",PTGS2/GNAS/RGS2/JUNB/IL1B/FOS/FOSB
GO:0140467,integrated stress response signaling,14,-0.727630601,-2.394414452,3.02E-05,0.001715763,0.00154506,310,"tags=71%, list=13%, signal=62%",CEBPA/MAFB/ATF4/PPP1R15B/CEBPB/CEBPD/PPP1R15A/JUNB/FOS/JUN
