ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0033108,mitochondrial respiratory chain complex assembly,28,0.622865307,2.256892388,0.000192427,0.009163863,0.008446133,570,"tags=57%, list=20%, signal=46%",NDUFA11/SCO2/NDUFB1/NDUFA13/NDUFB8/NDUFA3/PET100/NDUFC1/NDUFA2/NDUFA1/NDUFA12/COX16/NDUFC2/IMMP2L/COX17/COA1
GO:0045333,cellular respiration,66,0.510490959,2.255510577,1.05E-05,0.001466845,0.001351959,682,"tags=52%, list=24%, signal=40%",ATP5ME/UQCR11/ATP5F1E/NDUFA11/SCO2/NDUFB1/NDUFA4/NDUFA13/NDUFB8/NDUFA3/CHCHD2/NDUFC1/NDUFA7/ATP5PD/NDUFA2/NDUFA1/BLOC1S1/ATP5MF/IL10RB/NDUFA12/UQCRQ/MTLN/NDUFC2/IMMP2L/SUCLG1/ETFA/ATP5MG/ANTKMT/COX6A1/SLC25A13/ATP5F1B/OAS1/UQCR10/ADSL
GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,12,0.767171059,2.202704368,0.000111422,0.006859229,0.006322002,24,"tags=33%, list=1%, signal=33%",IFI30/HLA-B/B2M/HLA-C
GO:0010257,NADH dehydrogenase complex assembly,18,0.678372469,2.181005319,0.00017254,0.00853905,0.007870256,297,"tags=50%, list=11%, signal=45%",NDUFA11/NDUFB1/NDUFA13/NDUFB8/NDUFA3/NDUFC1/NDUFA2/NDUFA1/NDUFA12
GO:0032981,mitochondrial respiratory chain complex I assembly,18,0.678372469,2.181005319,0.00017254,0.00853905,0.007870256,297,"tags=50%, list=11%, signal=45%",NDUFA11/NDUFB1/NDUFA13/NDUFB8/NDUFA3/NDUFC1/NDUFA2/NDUFA1/NDUFA12
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",17,0.67542359,2.148691195,0.000437356,0.016971894,0.015642625,235,"tags=47%, list=8%, signal=43%",NDUFB1/NDUFA4/NDUFB8/NDUFA3/NDUFC1/NDUFA7/NDUFA2/NDUFA1
GO:0042773,ATP synthesis coupled electron transport,32,0.5622428,2.135572096,0.000451098,0.016971894,0.015642625,315,"tags=38%, list=11%, signal=34%",UQCR11/NDUFB1/NDUFA4/NDUFB8/NDUFA3/CHCHD2/NDUFC1/NDUFA7/NDUFA2/NDUFA1/NDUFA12/UQCRQ
GO:0042775,mitochondrial ATP synthesis coupled electron transport,32,0.5622428,2.135572096,0.000451098,0.016971894,0.015642625,315,"tags=38%, list=11%, signal=34%",UQCR11/NDUFB1/NDUFA4/NDUFB8/NDUFA3/CHCHD2/NDUFC1/NDUFA7/NDUFA2/NDUFA1/NDUFA12/UQCRQ
GO:0042254,ribosome biogenesis,66,0.476885894,2.107032767,0.000109199,0.006859229,0.006322002,189,"tags=23%, list=7%, signal=22%",RPS13/RPL26/RPS28/RPL24/RPS25/RPS17/RPS27/RPS14/RPS21/RPS27A/RPS15A/RBIS/RPS15/FAU/RPS16
GO:1902600,proton transmembrane transport,60,0.488904505,2.103394988,0.000188573,0.009153045,0.008436162,297,"tags=30%, list=11%, signal=27%",RNASEK/ATP6V0C/ATP5ME/ATP5F1E/NDUFB1/NDUFA4/ATP5MC2/NDUFB8/NDUFA3/NDUFC1/NDUFA7/ATP5PD/NDUFA2/NDUFA1/PHB2/SLC9A9/ATP5MF/NDUFA12
GO:1901137,carbohydrate derivative biosynthetic process,100,0.446736915,2.094498193,2.02E-05,0.00222077,0.002046835,297,"tags=25%, list=11%, signal=23%",ALDOA/ATP6V0C/ATP5ME/NME2/ATP5F1E/NDUFA11/PLCB1/NDUFB1/TMEM258/NDUFA13/KRTCAP2/CHST11/ATP5MC2/NDUFB8/NDUFA3/EXT1/NDUFC1/NDUFA7/XYLT1/ATP5PD/NDUFA2/TMTC2/NDUFA1/ATP5MF/NDUFA12
GO:0009205,purine ribonucleoside triphosphate metabolic process,69,0.465743967,2.086263893,0.000137184,0.008052384,0.007421707,297,"tags=28%, list=11%, signal=25%",ALDOA/ATP6V0C/ATP5ME/NME2/ATP5F1E/NDUFA11/NDUFB1/NDUFA13/ATP5MC2/NDUFB8/NDUFA3/NDUFC1/NDUFA7/ZBTB20/ATP5PD/NDUFA2/NDUFA1/ATP5MF/NDUFA12
GO:0006364,rRNA processing,37,0.529217878,2.071585764,0.000733164,0.025006841,0.023048261,189,"tags=24%, list=7%, signal=23%",RPL26/RPS28/RPS25/RPS17/RPS27/RPS14/RPS21/RPS15/RPS16
GO:0097250,mitochondrial respirasome assembly,32,0.544883013,2.069634252,0.000848627,0.028183366,0.025975994,335,"tags=38%, list=12%, signal=33%",NDUFA11/SCO2/NDUFB1/NDUFA13/NDUFB8/NDUFA3/PET100/NDUFC1/NDUFA2/NDUFA1/NDUFA12/COX16
GO:0009199,ribonucleoside triphosphate metabolic process,70,0.462748074,2.067648331,0.000157098,0.00853905,0.007870256,297,"tags=27%, list=11%, signal=25%",ALDOA/ATP6V0C/ATP5ME/NME2/ATP5F1E/NDUFA11/NDUFB1/NDUFA13/ATP5MC2/NDUFB8/NDUFA3/NDUFC1/NDUFA7/ZBTB20/ATP5PD/NDUFA2/NDUFA1/ATP5MF/NDUFA12
GO:0009144,purine nucleoside triphosphate metabolic process,70,0.461845087,2.06361361,0.000168293,0.00853905,0.007870256,297,"tags=27%, list=11%, signal=25%",ALDOA/ATP6V0C/ATP5ME/NME2/ATP5F1E/NDUFA11/NDUFB1/NDUFA13/ATP5MC2/NDUFB8/NDUFA3/NDUFC1/NDUFA7/ZBTB20/ATP5PD/NDUFA2/NDUFA1/ATP5MF/NDUFA12
